ReplicaSet,Solution,Experiment,SmocId,RestoreDurationInSec,VmPeak,VmSize,VmHWM,VmRSS,VmData,VmStk,VmExe,VmLib,DeltaMemoryUsageInKbFromTop
12,distributed,7,smoc2,151.668,2499928,2495032,157200,147688,248476,132,8,5508,2436
12,distributed,7,smoc3,151.232,2499516,2494948,155772,149160,248520,132,8,5508,2436
12,distributed,7,smoc4,154.071,2500040,2495012,162296,151592,249360,132,8,5508,2436
12,distributed,7,smoc5,152.959,2499080,2494404,159736,151028,248108,132,8,5508,2435
12,distributed,7,smoc6,151.286,2500640,2495812,160448,153128,249644,132,8,5508,2437
12,distributed,7,smoc7,152.537,2507912,2500856,165408,154952,254688,132,8,5508,2442
12,distributed,7,smoc8,152.832,2501136,2496416,159772,151320,250444,132,8,5508,2437
12,distributed,7,smoc9,149.674,2499540,2494656,156888,149668,247580,132,8,5508,2436
12,distributed,7,smoc10,153.252,2500928,2496060,160832,154556,249764,132,8,5508,2437
12,distributed,7,smoc11,153.039,2500372,2495512,161132,153060,249412,132,8,5508,2437
12,distributed,7,smoc12,32.658,2506304,2501836,163524,155412,255204,132,8,5508,2443
12,distributed,8,smoc1,152.227,2501560,2496992,157756,150708,250368,132,8,5508,2438
12,distributed,8,smoc2,147.745,2499556,2494996,157592,147640,248116,132,8,5508,2436
12,distributed,8,smoc3,151.685,2500732,2496160,157256,149308,249860,132,8,5508,2437
12,distributed,8,smoc4,151.939,2499360,2494844,156752,151944,248480,132,8,5508,2436
12,distributed,8,smoc5,150.849,2504844,2500164,163244,152448,253672,132,8,5508,2441
12,distributed,8,smoc6,151.008,2498596,2494068,155160,147840,247316,132,8,5508,2435
12,distributed,8,smoc7,152.865,2500636,2494656,160772,151492,248612,132,8,5508,2436
12,distributed,8,smoc8,149.231,2497176,2492616,154976,147204,246320,132,8,5508,2434
12,distributed,8,smoc9,152.695,2505128,2500456,160428,153276,254028,132,8,5508,2441
12,distributed,8,smoc10,152.628,2497484,2492916,157740,152504,246748,132,8,5508,2434
12,distributed,8,smoc11,151.018,2497112,2492604,155544,149544,246504,132,8,5508,2434
12,distributed,8,smoc12,32.217,2499016,2494500,156988,151192,248708,132,8,5508,2436
12,distributed,9,smoc1,154.363,2499880,2495212,157488,148068,249044,132,8,5508,2436
12,distributed,9,smoc2,153.458,2499384,2494716,160380,151828,248420,132,8,5508,2436
12,distributed,9,smoc3,154.125,2499932,2495416,158160,151156,249120,132,8,5508,2436
12,distributed,9,smoc4,152.903,2499164,2494156,156700,147528,247860,132,8,5508,2435
12,distributed,9,smoc5,154.226,2499660,2494372,163388,153512,248400,132,8,5508,2435
12,distributed,9,smoc6,154.381,2500112,2495644,154624,146248,249476,132,8,5508,2437
12,distributed,9,smoc7,154.389,2499848,2495172,161084,151612,249328,132,8,5508,2436
12,distributed,9,smoc8,154.385,2499792,2495220,156200,149288,248600,132,8,5508,2436
12,distributed,9,smoc9,153.692,2498680,2495996,154840,151048,249700,132,8,5508,2437
12,distributed,9,smoc10,155.066,2499404,2494372,160580,150432,248012,132,8,5508,2435
12,distributed,9,smoc11,151.56,2497500,2492468,161492,150504,245976,132,8,5508,2434
12,distributed,9,smoc12,31.586,2504848,2499960,161300,151936,253456,132,8,5508,2441
12,distributed,10,smoc1,151.476,2500228,2495340,160444,149220,248720,132,8,5508,2436
12,distributed,10,smoc2,152.501,2496536,2494052,153852,147852,247496,132,8,5508,2435
12,distributed,10,smoc3,152.934,2500040,2495136,162908,154908,249292,132,8,5508,2436
12,distributed,10,smoc4,154.719,2497772,2493200,153536,147460,246512,132,8,5508,2434
12,distributed,10,smoc5,153.425,2499724,2494704,159744,153728,248664,132,8,5508,2436
12,distributed,10,smoc6,152.338,2499104,2494276,158896,151216,247980,132,8,5508,2435
12,distributed,10,smoc7,154.277,2499484,2494968,161868,152076,248796,132,8,5508,2436
12,distributed,10,smoc8,153.185,2498840,2494172,159612,149364,247812,132,8,5508,2435
12,distributed,10,smoc9,152.331,2500756,2496188,158688,149948,249372,132,8,5508,2437
12,distributed,10,smoc10,153.303,2501788,2496748,161632,153012,250320,132,8,5508,2438
12,distributed,10,smoc11,153.475,2498836,2493804,161492,151092,247376,132,8,5508,2435
12,distributed,10,smoc12,30.804,2499124,2494656,159080,149148,248152,132,8,5508,2436
12,centralized,1,smoc1,164.618,2502196,2497124,162216,153816,250896,132,8,5508,2438
12,centralized,1,smoc2,164.052,2497080,2492520,156268,151344,245056,132,8,5508,2434
12,centralized,1,smoc3,163.837,2497888,2493156,159136,149016,246540,132,8,5508,2434
12,centralized,1,smoc4,164.026,2498000,2493532,156208,145640,246136,132,8,5508,2435
12,centralized,1,smoc5,164.278,2496680,2491984,155280,148052,245628,132,8,5508,2433
12,centralized,1,smoc6,164.108,2497576,2493060,155624,147116,245400,132,8,5508,2434
12,centralized,1,smoc7,164.314,2498368,2493416,156844,150380,246668,132,8,5508,2434
12,centralized,1,smoc8,164.818,2499144,2495088,164780,148424,249184,132,8,5508,2436
12,centralized,1,smoc9,165.925,2500216,2495536,165316,152024,249112,132,8,5508,2437
12,centralized,1,smoc10,164.901,2507328,2499880,167472,149792,253324,132,8,5508,2441
12,centralized,1,smoc11,164.085,2496444,2491928,154196,148228,244660,132,8,5508,2433
12,centralized,1,smoc12,26.392,2500528,2495960,158288,147600,248616,132,8,5508,2437
12,centralized,2,smoc1,154.494,2505196,2500628,159552,151024,253556,132,8,5508,2442
12,centralized,2,smoc2,157.892,2499472,2494904,156260,145928,247376,132,8,5508,2436
12,centralized,2,smoc3,154.133,2496908,2492388,154248,145396,245444,132,8,5508,2433
12,centralized,2,smoc4,158.86,2498660,2493776,157180,148816,246960,132,8,5508,2435
12,centralized,2,smoc5,155.21,2499612,2494944,160148,148316,248196,132,8,5508,2436
12,centralized,2,smoc6,152.3,2498788,2494100,158752,147940,247288,132,8,5508,2435
12,centralized,2,smoc7,154.527,2508404,2501344,165632,150124,253880,132,8,5508,2442
12,centralized,2,smoc8,159.6,2500928,2496420,154636,148952,249152,132,8,5508,2437
12,centralized,2,smoc9,156.032,2505224,2500656,161080,152684,253712,132,8,5508,2442
12,centralized,2,smoc10,154.6,2500304,2495784,153744,147176,248580,132,8,5508,2437
12,centralized,2,smoc11,155.536,2498616,2497592,147800,144140,250196,132,8,5508,2439
12,centralized,2,smoc12,28.323,2500572,2495904,158232,148496,249016,132,8,5508,2437
12,centralized,3,smoc1,156.071,2499688,2495120,156232,149796,247916,132,8,5508,2436
12,centralized,3,smoc2,155.005,2498640,2494172,155740,146880,247292,132,8,5508,2435
12,centralized,3,smoc3,156.384,2495268,2494244,148780,144392,246976,132,8,5508,2435
12,centralized,3,smoc4,162.481,2498164,2493476,159900,149412,246532,132,8,5508,2435
12,centralized,3,smoc5,156.45,2498540,2494020,155568,147212,246948,132,8,5508,2435
12,centralized,3,smoc6,158.854,2497992,2493424,155708,146624,245960,132,8,5508,2434
12,centralized,3,smoc7,163.236,2499352,2494840,157000,147076,248476,132,8,5508,2436
12,centralized,3,smoc8,157.549,2500916,2495884,158580,150136,248616,132,8,5508,2437
12,centralized,3,smoc9,157.128,2499508,2494992,158608,145424,247464,132,8,5508,2436
12,centralized,3,smoc10,157.608,2499304,2494796,157304,148068,247916,132,8,5508,2436
12,centralized,3,smoc11,155.889,2498752,2494284,155588,146272,247080,132,8,5508,2435
12,centralized,3,smoc12,26.424,2498816,2494308,157452,146036,246964,132,8,5508,2435
12,centralized,4,smoc1,157.224,2497932,2492948,154988,149244,245552,132,8,5508,2434
12,centralized,4,smoc2,156.917,2508888,2501828,167000,153844,255144,132,8,5508,2443
12,centralized,4,smoc3,156.921,2500068,2495496,156628,147060,248292,132,8,5508,2437
12,centralized,4,smoc4,160.868,2503964,2499388,159004,150404,252380,132,8,5508,2440
12,centralized,4,smoc5,159.766,2503308,2498788,161716,150960,251904,132,8,5508,2440
12,centralized,4,smoc6,154.664,2497416,2492836,154144,147428,245632,132,8,5508,2434
12,centralized,4,smoc7,156.797,2496708,2495684,149848,146424,248092,132,8,5508,2437
12,centralized,4,smoc8,156.59,2495376,2493612,147540,144664,246408,132,8,5508,2435
12,centralized,4,smoc9,156.477,2498820,2494252,160280,149560,246788,132,8,5508,2435
12,centralized,4,smoc10,156.181,2498188,2493672,153968,147044,246924,132,8,5508,2435
12,centralized,4,smoc11,155.19,2498260,2493796,157808,148288,246852,132,8,5508,2435
12,centralized,4,smoc12,27.757,2507040,2500336,164836,155388,252600,132,8,5508,2441
12,centralized,5,smoc1,152.866,2499020,2494552,156356,149264,247804,132,8,5508,2436
12,centralized,5,smoc2,152.813,2499044,2494052,158524,151512,247368,132,8,5508,2435
12,centralized,5,smoc3,155.331,2497792,2493276,153028,147152,246140,132,8,5508,2434
12,centralized,5,smoc4,158.314,2499308,2494792,158436,149624,248108,132,8,5508,2436
12,centralized,5,smoc5,152.137,2498776,2494208,156124,147768,247136,132,8,5508,2435
12,centralized,5,smoc6,151.906,2500808,2496396,163580,151116,249584,132,8,5508,2437
12,centralized,5,smoc7,158.642,2494700,2493756,148320,146080,246292,132,8,5508,2435
12,centralized,5,smoc8,151.252,2501168,2496480,158976,149312,249408,132,8,5508,2437
12,centralized,5,smoc9,150.833,2501712,2496072,158516,150724,249260,132,8,5508,2437
12,centralized,5,smoc10,154.791,2499508,2495000,153452,147876,247864,132,8,5508,2436
12,centralized,5,smoc11,153.055,2497444,2492928,154652,148560,245920,132,8,5508,2434
12,centralized,5,smoc12,28.575,2498376,2492872,158756,150476,245528,132,8,5508,2434
12,centralized,6,smoc1,155.854,2499632,2495228,162092,149392,248024,132,8,5508,2436
12,centralized,6,smoc2,156.247,2498584,2494076,155624,147180,247516,132,8,5508,2435
12,centralized,6,smoc3,154.452,2499944,2495436,156512,148376,248300,132,8,5508,2436
12,centralized,6,smoc4,154.133,2498640,2494124,155040,147088,246792,132,8,5508,2435
12,centralized,6,smoc5,154.49,2505624,2499068,163204,149380,251996,132,8,5508,2440
12,centralized,6,smoc6,155.116,2499368,2494796,156036,151084,247724,132,8,5508,2436
12,centralized,6,smoc7,155.025,2498640,2494060,157196,147488,246792,132,8,5508,2435
12,centralized,6,smoc8,155.481,2497684,2496436,149912,147872,248972,132,8,5508,2437
12,centralized,6,smoc9,155.293,2498556,2494028,156864,147280,246500,132,8,5508,2435
12,centralized,6,smoc10,155.639,2497564,2493044,156540,147624,246168,132,8,5508,2434
12,centralized,6,smoc11,153.922,2498804,2494276,154304,147308,247528,132,8,5508,2435
12,centralized,6,smoc12,25.81,2498488,2493980,158196,146564,247220,132,8,5508,2435
12,centralized,7,smoc1,155.13,2501056,2496580,158088,150864,250152,132,8,5508,2438
12,centralized,7,smoc2,151.196,2501420,2496308,158788,146852,249300,132,8,5508,2437
12,centralized,7,smoc3,152.782,2501280,2496584,159884,151576,249900,132,8,5508,2438
12,centralized,7,smoc4,150.117,2501156,2496476,160344,150652,249468,132,8,5508,2437
12,centralized,7,smoc5,155.696,2495856,2494088,149628,145580,246756,132,8,5508,2435
12,centralized,7,smoc6,153.188,2499004,2494336,158420,148828,247264,132,8,5508,2435
12,centralized,7,smoc7,154.579,2500080,2495512,156852,146896,247920,132,8,5508,2437
12,centralized,7,smoc8,151.926,2500732,2496224,155964,148188,249216,132,8,5508,2437
12,centralized,7,smoc9,152.693,2495616,2494592,148848,146764,246608,132,8,5508,2436
12,centralized,7,smoc10,154.048,2500904,2498444,156480,149764,251240,132,8,5508,2439
12,centralized,7,smoc11,152.851,2499996,2495480,155152,145132,247888,132,8,5508,2436
12,centralized,7,smoc12,28.458,2504088,2497572,166208,152184,250812,132,8,5508,2439
12,centralized,8,smoc1,160.596,2499820,2495152,157716,149284,248528,132,8,5508,2436
12,centralized,8,smoc2,158.058,2502520,2496364,159956,147116,249160,132,8,5508,2437
12,centralized,8,smoc3,160.547,2502652,2497972,162676,153068,250576,132,8,5508,2439
12,centralized,8,smoc4,160.606,2500552,2495884,164608,153624,248748,132,8,5508,2437
12,centralized,8,smoc5,157.947,2499728,2495160,158400,151176,247568,132,8,5508,2436
12,centralized,8,smoc6,156.697,2498940,2494272,158504,149400,247524,132,8,5508,2435
12,centralized,8,smoc7,156.329,2501248,2494524,158064,148384,247452,132,8,5508,2436
12,centralized,8,smoc8,157.396,2501396,2496972,163704,151544,249768,132,8,5508,2438
12,centralized,8,smoc9,157.75,2505092,2500572,162316,153632,253696,132,8,5508,2441
12,centralized,8,smoc10,157.952,2499720,2495252,153884,148692,248504,132,8,5508,2436
12,centralized,8,smoc11,157.306,2498876,2494368,154384,145528,247556,132,8,5508,2435
12,centralized,8,smoc12,24.948,2497180,2492660,153932,145816,245380,132,8,5508,2434
12,centralized,9,smoc1,156.108,2502532,2498056,158220,149760,251244,132,8,5508,2439
12,centralized,9,smoc2,155.625,2500284,2495816,157968,147900,248872,132,8,5508,2437
12,centralized,9,smoc3,155.93,2499604,2494936,161788,150868,247860,132,8,5508,2436
12,centralized,9,smoc4,156.883,2497140,2492672,156976,147536,246180,132,8,5508,2434
12,centralized,9,smoc5,155.598,2498536,2493964,156848,149452,246892,132,8,5508,2435
12,centralized,9,smoc6,154.605,2499516,2494948,156324,148384,247940,132,8,5508,2436
12,centralized,9,smoc7,158.419,2497936,2493468,157260,149112,246264,132,8,5508,2435
12,centralized,9,smoc8,156.22,2500872,2496356,157808,149912,249412,132,8,5508,2437
12,centralized,9,smoc9,153.251,2498068,2493500,155328,149680,246296,132,8,5508,2435
12,centralized,9,smoc10,153.833,2498752,2494184,154852,148932,246592,132,8,5508,2435
12,centralized,9,smoc11,155.145,2499216,2494696,155440,147960,247820,132,8,5508,2436
12,centralized,9,smoc12,26.023,2497908,2493392,157280,145312,246112,132,8,5508,2434
12,centralized,10,smoc1,156.723,2499652,2494972,158860,150400,248160,132,8,5508,2436
12,centralized,10,smoc2,156.292,2494624,2493092,148360,146688,245888,132,8,5508,2434
12,centralized,10,smoc3,153.195,2499148,2494636,152776,147048,247564,132,8,5508,2436
12,centralized,10,smoc4,155.925,2499856,2494972,154908,148172,248152,132,8,5508,2436
12,centralized,10,smoc5,155.648,2499792,2495324,156044,149052,247992,132,8,5508,2436
12,centralized,10,smoc6,156.369,2501092,2495956,159000,150636,248820,132,8,5508,2437
12,centralized,10,smoc7,157.608,2500000,2495432,153972,147920,248296,132,8,5508,2436
12,centralized,10,smoc8,156.207,2502676,2498152,159780,150268,250300,132,8,5508,2439
12,centralized,10,smoc9,155.767,2498608,2494100,156996,148812,247352,132,8,5508,2435
12,centralized,10,smoc10,154.405,2500656,2495988,159664,150784,249044,132,8,5508,2437
12,centralized,10,smoc11,155.477,2497700,2493132,154796,152304,246384,132,8,5508,2434
12,centralized,10,smoc12,28.758,2497480,2492912,154688,146732,245436,132,8,5508,2434
4,conventional,1,smoc1,35.859,2502648,2497352,168324,156856,254360,132,8,5508,2438
4,conventional,1,smoc2,35.749,2502008,2495412,168668,158376,252360,132,8,5508,2436
4,conventional,1,smoc3,35.657,2499348,2493824,166676,155144,250512,132,8,5508,2435
4,conventional,1,smoc4,18.349,2499192,2494300,159788,150308,247860,132,8,5508,2435
4,conventional,2,smoc1,30.028,2501140,2494088,165612,151580,250324,132,8,5508,2435
4,conventional,2,smoc2,30.013,2499244,2493932,164780,154864,250428,132,8,5508,2435
4,conventional,2,smoc3,30.954,2503624,2496756,167144,153032,253512,132,8,5508,2438
4,conventional,2,smoc4,18.002,2499112,2494116,157932,151952,248132,132,8,5508,2435
4,conventional,3,smoc1,30.324,2499072,2493776,162992,154916,250400,132,8,5508,2435
4,conventional,3,smoc2,29.966,2500676,2493828,165688,153424,250192,132,8,5508,2435
4,conventional,3,smoc3,30.488,2501076,2494228,163440,152444,250852,132,8,5508,2435
4,conventional,3,smoc4,17.211,2499700,2495044,158448,151296,248344,132,8,5508,2436
4,conventional,4,smoc1,32.417,2497404,2492108,161656,151576,248344,132,8,5508,2433
4,conventional,4,smoc2,32.765,2498376,2492852,163016,153572,249344,132,8,5508,2434
4,conventional,4,smoc3,32.601,2502676,2495644,167888,154696,252332,132,8,5508,2437
4,conventional,4,smoc4,18.531,2499312,2494284,157392,153036,248168,132,8,5508,2435
4,conventional,5,smoc1,31.202,2502568,2494692,167368,159864,251908,132,8,5508,2436
4,conventional,5,smoc2,30.936,2502832,2494772,167360,159536,251728,132,8,5508,2436
4,conventional,5,smoc3,30.59,2501344,2493448,164812,154368,250144,132,8,5508,2435
4,conventional,5,smoc4,21.054,2499440,2494924,161900,152496,249128,132,8,5508,2436
4,conventional,6,smoc1,32.093,2500700,2495176,165680,156416,252380,132,8,5508,2436
4,conventional,6,smoc2,31.452,2501804,2494936,165820,154680,251692,132,8,5508,2436
4,conventional,6,smoc3,32.466,2499492,2494180,163888,152756,250868,132,8,5508,2435
4,conventional,6,smoc4,17.207,2509156,2504116,168260,156356,257416,132,8,5508,2445
4,conventional,7,smoc1,30.999,2502900,2497036,167612,154004,253852,132,8,5508,2438
4,conventional,7,smoc2,31.013,2502360,2496836,166092,154820,253460,132,8,5508,2438
4,conventional,7,smoc3,30.694,2499788,2494264,164916,153572,250824,132,8,5508,2435
4,conventional,7,smoc4,18.553,2499212,2494744,157604,152048,248044,132,8,5508,2436
4,conventional,8,smoc1,32.128,2498592,2493276,163648,154144,249772,132,8,5508,2434
4,conventional,8,smoc2,31.961,2503240,2496208,166788,157520,252636,132,8,5508,2437
4,conventional,8,smoc3,32.017,2504260,2497412,168084,157580,254100,132,8,5508,2438
4,conventional,8,smoc4,16.672,2502356,2497372,160772,149488,250736,132,8,5508,2438
4,conventional,9,smoc1,31.448,2499380,2494084,163748,153000,250384,132,8,5508,2435
4,conventional,9,smoc2,31.002,2507888,2500832,165836,158904,257328,132,8,5508,2442
4,conventional,9,smoc3,30.923,2504388,2498060,170104,156880,254488,132,8,5508,2439
4,conventional,9,smoc4,19.039,2500308,2495204,158036,152384,249544,132,8,5508,2436
4,conventional,10,smoc1,31.705,2499684,2494160,167448,156084,250460,132,8,5508,2435
4,conventional,10,smoc2,31.046,2504284,2497224,167044,156548,253980,132,8,5508,2438
4,conventional,10,smoc3,30.979,2502116,2495248,166776,155616,252132,132,8,5508,2436
4,conventional,10,smoc4,17.687,2499140,2494304,158840,151784,247280,132,8,5508,2435
8,conventional,1,smoc1,90.003,2504292,2497424,167900,155892,254564,132,8,5508,2438
8,conventional,1,smoc2,90.781,2500588,2493944,167124,154980,251148,132,8,5508,2435
8,conventional,1,smoc3,90.089,2498696,2493172,163592,153616,249732,132,8,5508,2434
8,conventional,1,smoc4,90.174,2498584,2493288,163456,154028,250104,132,8,5508,2434
8,conventional,1,smoc5,90.692,2501768,2495144,167364,158396,251704,132,8,5508,2436
8,conventional,1,smoc6,90.474,2500748,2495224,165612,155884,251848,132,8,5508,2436
8,conventional,1,smoc7,90.734,2498500,2493204,164640,155896,249764,132,8,5508,2434
8,conventional,1,smoc8,24.848,2497812,2493076,159612,149976,246440,132,8,5508,2434
8,conventional,2,smoc1,87.775,2499800,2494276,164104,155276,250704,132,8,5508,2435
8,conventional,2,smoc2,87.536,2507060,2500388,168680,160460,256816,132,8,5508,2441
8,conventional,2,smoc3,87.185,2499920,2494604,163000,153356,251164,132,8,5508,2436
8,conventional,2,smoc4,87.506,2499460,2494144,162976,156724,250896,132,8,5508,2435
8,conventional,2,smoc5,88.009,2502588,2495556,166780,152868,252436,132,8,5508,2437
8,conventional,2,smoc6,87.753,2503344,2496476,166856,155880,253036,132,8,5508,2437
8,conventional,2,smoc7,87.718,2503332,2495252,167156,153004,252012,132,8,5508,2436
8,conventional,2,smoc8,24.503,2500452,2495764,158984,149804,249780,132,8,5508,2437
8,conventional,3,smoc1,87.894,2500032,2494060,164464,152532,250808,132,8,5508,2435
8,conventional,3,smoc2,86.634,2500504,2495208,164096,155224,251636,132,8,5508,2436
8,conventional,3,smoc3,87.491,2501960,2494908,166108,153264,251720,132,8,5508,2436
8,conventional,3,smoc4,88.241,2501428,2494376,165796,154864,251260,132,8,5508,2435
8,conventional,3,smoc5,86.864,2503720,2498404,166092,157024,255288,132,8,5508,2439
8,conventional,3,smoc6,88.718,2506624,2499684,165824,154112,256568,132,8,5508,2441
8,conventional,3,smoc7,88.46,2500280,2494756,162272,155412,251184,132,8,5508,2436
8,conventional,3,smoc8,23.073,2499488,2494832,163072,152808,248716,132,8,5508,2436
8,conventional,4,smoc1,86.99,2499944,2494420,165164,156368,251560,132,8,5508,2435
8,conventional,4,smoc2,87.862,2505272,2498220,167488,157124,254648,132,8,5508,2439
8,conventional,4,smoc3,87.003,2501040,2494172,165280,155908,250984,132,8,5508,2435
8,conventional,4,smoc4,87.585,2509260,2502200,167460,158852,259084,132,8,5508,2443
8,conventional,4,smoc5,88.107,2502220,2495188,166412,156252,251876,132,8,5508,2436
8,conventional,4,smoc6,87.154,2501452,2494584,165400,154652,251468,132,8,5508,2436
8,conventional,4,smoc7,87.155,2502128,2495076,167164,155952,251700,132,8,5508,2436
8,conventional,4,smoc8,23.142,2500316,2496176,162720,149500,249932,132,8,5508,2437
8,conventional,5,smoc1,87.084,2502552,2495500,166908,156792,252120,132,8,5508,2437
8,conventional,5,smoc2,87.544,2503208,2496156,167648,155960,252908,132,8,5508,2437
8,conventional,5,smoc3,86.382,2507396,2500336,166300,158416,257668,132,8,5508,2441
8,conventional,5,smoc4,85.95,2502148,2495116,166028,153512,252000,132,8,5508,2436
8,conventional,5,smoc5,86.525,2502024,2494972,164900,155256,251208,132,8,5508,2436
8,conventional,5,smoc6,86.452,2501100,2494068,164888,152992,250368,132,8,5508,2435
8,conventional,5,smoc7,87.219,2507136,2500300,164912,157116,257120,132,8,5508,2441
8,conventional,5,smoc8,22.321,2496728,2492328,158844,152452,246084,132,8,5508,2433
8,conventional,6,smoc1,87.802,2504432,2497400,167192,153852,254408,132,8,5508,2438
8,conventional,6,smoc2,87.595,2502400,2496876,164004,154712,253436,132,8,5508,2438
8,conventional,6,smoc3,86.891,2500420,2494896,164088,155684,251456,132,8,5508,2436
8,conventional,6,smoc4,86.928,2503184,2496152,166064,151752,252968,132,8,5508,2437
8,conventional,6,smoc5,87.619,2504096,2497064,167900,156736,254072,132,8,5508,2438
8,conventional,6,smoc6,87.246,2500992,2493940,164840,154828,250824,132,8,5508,2435
8,conventional,6,smoc7,87.504,2502332,2495280,167388,153928,252352,132,8,5508,2436
8,conventional,6,smoc8,23.704,2498164,2493640,159248,150808,247588,132,8,5508,2435
8,conventional,7,smoc1,87.922,2501968,2494916,166080,153360,251668,132,8,5508,2436
8,conventional,7,smoc2,87.778,2502056,2495024,165876,156080,251904,132,8,5508,2436
8,conventional,7,smoc3,87.183,2502652,2495784,165520,149340,252080,132,8,5508,2437
8,conventional,7,smoc4,88.036,2500348,2493500,164060,153152,249668,132,8,5508,2435
8,conventional,7,smoc5,87.949,2501024,2495708,163268,153568,252332,132,8,5508,2437
8,conventional,7,smoc6,87.803,2501408,2494356,164676,154860,250720,132,8,5508,2435
8,conventional,7,smoc7,85.965,2501620,2496304,163764,155600,253184,132,8,5508,2437
8,conventional,7,smoc8,24.054,2499648,2495132,159552,151344,249212,132,8,5508,2436
8,conventional,8,smoc1,86.327,2502808,2495756,165820,155164,252508,132,8,5508,2437
8,conventional,8,smoc2,87.616,2502880,2496012,166712,154780,252700,132,8,5508,2437
8,conventional,8,smoc3,87.473,2499832,2494308,165276,155912,250868,132,8,5508,2435
8,conventional,8,smoc4,87.621,2501472,2496160,165140,154892,252720,132,8,5508,2437
8,conventional,8,smoc5,87.631,2503696,2496664,167824,156444,253612,132,8,5508,2438
8,conventional,8,smoc6,87.708,2498164,2492640,162752,152732,249068,132,8,5508,2434
8,conventional,8,smoc7,86.149,2499608,2495156,166728,153996,252164,132,8,5508,2436
8,conventional,8,smoc8,25.439,2504572,2498020,167612,154604,251708,132,8,5508,2439
8,conventional,9,smoc1,87.83,2497820,2495188,165312,155836,250728,132,8,5508,2436
8,conventional,9,smoc2,88.23,2498448,2493244,163832,156364,250576,132,8,5508,2434
8,conventional,9,smoc3,86.482,2499344,2494316,163592,155140,251388,132,8,5508,2435
8,conventional,9,smoc4,87.859,2498344,2493344,164976,155724,250676,132,8,5508,2434
8,conventional,9,smoc5,86.752,2499720,2495084,166828,157028,252416,132,8,5508,2436
8,conventional,9,smoc6,88.268,2497636,2492828,164396,156024,249900,132,8,5508,2434
8,conventional,9,smoc7,86.003,2499732,2494736,164856,155816,252068,132,8,5508,2436
8,conventional,9,smoc8,25.003,2499276,2495356,161824,152132,249240,132,8,5508,2436
8,conventional,10,smoc1,92.241,2500324,2494800,163480,150924,251552,132,8,5508,2436
8,conventional,10,smoc2,93.389,2498584,2493060,163084,154700,249684,132,8,5508,2434
8,conventional,10,smoc3,92.012,2502808,2495940,167772,154040,252304,132,8,5508,2437
8,conventional,10,smoc4,93.105,2499408,2493884,163184,154008,250700,132,8,5508,2435
8,conventional,10,smoc5,92.883,2502656,2497132,164792,154868,253952,132,8,5508,2438
8,conventional,10,smoc6,93.267,2502024,2494992,166148,153064,251744,132,8,5508,2436
8,conventional,10,smoc7,94.322,2501476,2494424,165252,153764,251368,132,8,5508,2435
8,conventional,10,smoc8,25.199,2498528,2493380,159348,150788,247004,132,8,5508,2434
12,conventional,1,smoc1,152.037,2501784,2494936,166316,157488,251692,132,8,5508,2436
12,conventional,1,smoc2,149.462,2503624,2496572,165824,153576,253972,132,8,5508,2438
12,conventional,1,smoc3,151.09,2501724,2494856,164560,154080,251800,132,8,5508,2436
12,conventional,1,smoc4,147.969,2502340,2495288,166420,154460,252360,132,8,5508,2436
12,conventional,1,smoc5,152.394,2501920,2494888,169720,157140,251836,132,8,5508,2436
12,conventional,1,smoc6,147.036,2500104,2494152,165700,157432,250840,132,8,5508,2435
12,conventional,1,smoc7,148.751,2500148,2494624,165292,155600,251376,132,8,5508,2436
12,conventional,1,smoc8,148.886,2501808,2494940,165580,153920,252012,132,8,5508,2436
12,conventional,1,smoc9,148.837,2500788,2493940,165644,154200,250824,132,8,5508,2435
12,conventional,1,smoc10,151.847,2501692,2494640,164576,152588,251196,132,8,5508,2436
12,conventional,1,smoc11,153.156,2501360,2494492,164504,153252,250988,132,8,5508,2436
12,conventional,1,smoc12,78.119,2509108,2501944,179108,163544,256868,132,8,5508,2443
12,conventional,2,smoc1,199.526,2507644,2502608,170100,161184,260268,132,8,5508,2443
12,conventional,2,smoc2,198.587,2501352,2497052,165124,155096,252592,132,8,5508,2438
12,conventional,2,smoc3,196.912,2505796,2501504,167976,159004,257176,132,8,5508,2442
12,conventional,2,smoc4,195.811,2502960,2498804,164548,155524,254216,132,8,5508,2440
12,conventional,2,smoc5,195.353,2504228,2498404,163076,152064,253816,132,8,5508,2439
12,conventional,2,smoc6,198.403,2500108,2494924,163708,156796,252128,132,8,5508,2436
12,conventional,2,smoc7,196.677,2497376,2492816,161708,155556,250020,132,8,5508,2434
12,conventional,2,smoc8,195.058,2501100,2496620,163728,155612,251968,132,8,5508,2438
12,conventional,2,smoc9,197.7,2499768,2495040,163160,149604,252180,132,8,5508,2436
12,conventional,2,smoc10,196.152,2502016,2498420,167068,156332,254416,132,8,5508,2439
12,conventional,2,smoc11,196.604,2500788,2497612,163616,153644,252828,132,8,5508,2439
12,conventional,2,smoc12,78.61,2502612,2495484,171196,160788,250020,132,8,5508,2436
12,conventional,3,smoc1,153.304,2508316,2501256,167868,159672,258592,132,8,5508,2442
12,conventional,3,smoc2,148.452,2502624,2495592,165960,152052,252412,132,8,5508,2437
12,conventional,3,smoc3,152.808,2501676,2494644,166484,153272,251204,132,8,5508,2436
12,conventional,3,smoc4,152.746,2501888,2494836,166876,153712,251980,132,8,5508,2436
12,conventional,3,smoc5,164.893,2503488,2497860,165316,161148,255192,132,8,5508,2439
